Word	POS	Verified	Category	Canonical Name	WNet SenseKey	WN30 Synset	KM30 Name	WN2.0 Synset	KM20 Name	WordNet gloss	WordNet example usage
remnant	n			remnant	remnant%1:24:00::	113811184	remnant_n1	113030509	remnant_n1	a small part or portion that remains after the main part no longer exists	
remora	n			remora	remora%1:05:00::	102574910	remora_n1	102483666	remora_n1	marine fishes with a flattened elongated body and a sucking disk on the head for attaching to large fish or moving objects	
remorse	n			remorse	remorse%1:12:00::	107536074	remorse_n1	107072498	remorse_n1	a feeling of deep regret (usually for some misdeed)	
remote	adj				remote%5:00:01:far:00	300442917	remote_s1	300416218	remote_s1	located far away spatially;	distant lands; remote stars
removal	n	okay	nom	removal	removal%1:04:00::	100391599	removal_n1	100374325	removal_n1	the act of removing;	he had surgery for the removal of a malignancy
remove	v	okay	act		remove%2:30:00::	200173338	remove_v1	200166870	remove_v1	remove something concrete, as by lifting, pushing, or taking off, or remove something abstract;	remove a threat; remove a wrapper; Remove the dirty dishes from the table; take the gun from your pocket; This machine withdraws heat from the environment
renal	adj				renal%3:01:00::	302883599	renal_a1	302747744	renal_a1	of or relating to the kidneys	
rend	v				rend%2:35:00::	201573276	rip_v1	201529742	rip_v1	tear or be torn violently;	The curtain ripped from top to bottom; pull the cooked chicken into strips
render	v				render%2:30:00::	200120675	render_v1	200116054	render_v1	cause to become;	The shot rendered her immobile
renew	v				renew%2:36:00::	201631072	renew_v1	201584867	renew_v1	reestablish on a new, usually improved, basis or make new or like new;	We renewed our friendship after a hiatus of twenty years; They renewed their membership
renewable	adj				renewable%3:00:00::	301962982	renewable_a1	301903294	renewable_a1	that can be renewed or extended;	a renewable lease; renewable subscriptions
renown	n			renown	renown%1:26:00::	114437386	fame_n1	113619162	fame_n1	the state or quality of being widely honored and acclaimed	
reorganize	v				reorganize%2:41:00::	202433123	reorganize_v1	202359834	reorganize_v1	organize anew;	We must reorganize the company if we don't want to go under
repair	v	okay	act		repair%2:30:00::	200260648	repair_v1	200251962	repair_v1	restore by replacing a part or putting together what is torn or broken;	She repaired her TV set; Repair my shoes please
repay	v				repay%2:40:00::	202284951	repay_v1	202218920	repay_v1	pay back;	Please refund me my money
repeat	v				repeat%2:32:00::	200958334	repeat_v1	200926576	repeat_v1	to say, state, or perform again;	She kept reiterating her request
repeatedly	r				repeatedly%4:02:00::	400176880	repeatedly_r1	400179160	repeatedly_r1	several time;	it must be washed repeatedly
repel	v	okay	act		repel%2:35:00::	201506157	repel_v1	201463905	repel_v1	cause to move back by force or influence;	repel the enemy; push back the urge to smoke; beat back the invaders
repetition	n			repetition	repetition%1:11:00::	107342049	repetition_n1	106891815	repetition_n1	an event that repeats;	the events today were a repeat of yesterday's
repetitious	adj				repetitious%3:00:00::	301964367	repetitive_a2	302419606	repetitious_s1	characterized by repetition;	repetitive movement
replace	v				replace%2:30:00::	200162688	replace_v1	200156695	replace_v1	substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected);	He replaced the old razor blade; We need to replace the secretary that left a month ago; the insurance will replace the lost income; This antique vase can never be replaced
replacement	n			replacement	replacement%1:11:00::	107443761	replacement_n3	106988661	replacement_n1	an event in which one thing is substituted for another;	the replacement of lost blood by a transfusion of donor blood
replant	v				replant%2:35:00::	201568489	replant_v1	201525034	replant_v1	plant again or anew;	They replanted the land; He replanted the seedlings
replenish	v				replenish%2:30:00::	200453803	replenish_v1	200440751	replenish_v1	fill something that had previously been emptied;	refill my glass, please
replicate	v				replicate%2:38:00::	202036498	replicate_v1	201978315	replicate_v1	bend or turn backward	
replication	n			replication	replication%1:04:00::	101019901	replication_n1	100960804	replication_n1	the act of making copies;	Gutenberg's reproduction of holy texts was far more efficient
reply	v				reply%2:32:00::	200815686	answer_v1	200789361	answer_v1	react verbally;	She didn't want to answer; answer the question; We answered that we would accept the invitation
report	v	okay	act		report%2:32:00::	200965035	report_v1	200933094	report_v1	to give an account or representation of in words;	Discreet Italian police described it in a manner typically continental
reporter	n			reporter	reporter%1:18:00::	110521662	reporter_n1	109836134	reporter_n1	a person who investigates and reports or edits news stories	
represent	v	okay	act		represent%2:42:02::	202699497	represent_v1	202618298	represent_v1	take the place of or be parallel or equivalent to;	Because of the sound changes in the course of history, an 'h' in Greek stands for an 's' in Latin
representation	n	okay	nom	representation	representation%1:09:00::	105926676	representation_n1	105582127	representation_n1	a presentation to the mind in the form of an idea or image	
representative	n	y		representative (negotiator)	representative%1:18:00::	110522035	representative_n1	109836507	representative_n1	a person who represents others	
representative	n	y		representative (legislator)	representative%1:18:01::	109955781	representative_n3	109319477	representative_n3	a member of the United States House of Representatives	
representative	adj	y			representative%5:00:00:typical:00	302469407	representative_s1	302382142	representative_s1	serving to represent or typify;	representative moviegoers; a representative modern play
repress	v				repress%2:41:00::	202424128	subdue_v1	202351099	subdue_v1	put down by force or intimidation;	The government quashes any attempt of an uprising; China keeps down her dissidents very efficiently; The rich landowners subjugated the peasants working the land
repressor	n			repressor	repressor%1:17:00::	109407541	represser_n1	108816792	represser_n1	an agent that represses	
reproduce	v	okay	act		reproduce%2:29:00::	200055142	reproduce_v2	200053313	reproduce_v2	have offspring or produce more individuals of a given animal or plant;	The Bible tells people to procreate
reproduction	n	okay	nom	reproduction	reproduction%1:22:00::	113550318	reproduction_n1	112786107	reproduction_n1	the process of generating offspring	
reproductive	adj	okay	quality		reproductive%5:00:00:fruitful:00	301081592	procreative_s1	301036464	procreative_s1	producing new life or offspring;	the reproductive potential of a species is its relative capacity to reproduce itself under optimal conditions; the reproductive or generative organs
reptile	n	okay	animal	reptile	reptile%1:05:00::	101661091	reptile_n1	101582405	reptile_n1	any cold-blooded vertebrate of the class Reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms	
republic	n			republic	republic%1:14:00::	108361329	republic_n1	107853810	republic_n1	a political system in which the supreme power lies in a body of citizens who can elect people to represent them	
repulsion	n			repulsion	repulsion%1:19:00::	111426914	repulsion_n1	110688453	repulsion_n1	the force by which bodies repel one another	
reputation	n			reputation	reputation%1:26:00::	114438125	reputation_n1	113619883	reputation_n1	the state of being held in high esteem and honor	
request	v				request%2:32:01::	200752764	call_for_v1	200727992	call_for_v1	express the need or desire for; ask for;	She requested an extra bed in her room; She called for room service
require	v	okay	act		require%2:42:00::	202627934	require_v1	202549691	require_v1	require as useful, just, or proper;	It takes nerve to do what she did; success usually requires hard work; This job asks a lot of patience and skill; This position demands a lot of personal sacrifice; This dinner calls for a spectacular dessert; This intervention does not postulate a patient's consent
requirement	n	okay	abs	requirement	requirement%1:09:01::	105892651	requirement_n1	105549300	demand_n5	required activity;	the requirements of his work affected his health; there were many demands on his time
rescue	v				rescue%2:41:00::	202551144	rescue_v1	202475841	rescue_v1	free from harm or evil	
rescuer	n			rescuer	rescuer%1:18:01::	110553805	savior_n2	109865667	savior_n2	a person who rescues you from harm or danger	
research	v	okay	act		research%2:31:00::	200648224	explore_v1	200627521	explore_v1	inquire into;	the students had to research the history of the Second World War for their history project; He searched for information on his relatives on the web; Scientists are exploring the nature of consciousness
researcher	n			researcher	researcher%1:18:00::	110523076	investigator_n1	109837494	investigator_n1	a scientist who devotes himself to doing research	
resemblance	n			resemblance	resemblance%1:07:00::	104747445	resemblance_n1	104539167	resemblance_n1	similarity in appearance or external or superficial details	
resemble	v	okay	act		resemble%2:42:00::	202665282	resemble_v1	202585229	resemble_v1	appear like; be similar or bear a likeness to;	She resembles her mother very much; This paper resembles my own work
resentment	n			resentment	resentment%1:12:00::	107548978	bitterness_n1	107083591	bitterness_n1	a feeling of deep and bitter anger and ill-will	
reserve	v				reserve%2:40:03::	202214485	reserve_v1	202150768	reserve_v1	hold back or set aside, especially for future use or contingency;	they held back their applause in anticipation
reservoir	n			reservoir	reservoir%1:23:00::	113776854	reservoir_n1	112999771	reservoir_n1	a large or extra supply of something;	a reservoir of talent
reshape	v				reshape%2:31:00::	200702065	reshape_v1	200678783	reshape_v1	shape anew or differently;	The new foreign minister reshaped the foreign policy of his country
residence	n			residence	residence%1:15:00::	108558963	residence_n1	108036846	residence_n1	any address at which you dwell more than temporarily;	a person can have several residences
residential	adj				residential%3:00:00::	300485044	residential_a1	300458007	residential_a1	used or designed for residence or limited to residences;	a residential hotel; a residential quarter; a residential college; residential zoning
residue	n			residue	residue%1:27:00::	115004501	residue_n1	114153015	residue_n1	matter that remains after something has been removed	
resin	n			resin	resin%1:27:00::	114894140	rosin_n1	114045712	rosin_n1	any of a class of solid or semisolid viscous substances obtained either as exudations from certain plants or prepared by polymerization of simple molecules	
resist	v				resist%2:42:01::	202707800	resist_v1	202626767	resist_v1	elude, especially in a baffling way;	This behavior defies explanation
resistance	n	okay	att	resistance	resistance%1:19:00::	111503644	resistance_n2	110761581	resistance_n2	any mechanical force that tends to retard or oppose motion	
resistant	adj				resistant%5:00:00:unsusceptible:00	302363614	resistant_s1	302282433	resistant_s1	relating to or conferring immunity (to disease or infection)	
resistor	n			resistor	resistor%1:06:00::	104079933	resistor_n1	103926053	resistor_n1	an electrical device that resists the flow of electrical current	
resolution	n			resolution	resolution%1:10:01::	106511874	resolution_n1	106109700	resolution_n1	a formal expression by a meeting; agreed to by a vote	
resolve	v				resolve%2:31:01::	200698855	settle_v2	200675647	settle_v2	bring to an end; settle conclusively;	The case was decided; The judge decided the case in favor of the plaintiff; The father adjudicated when the sons were quarreling over their inheritance
resonance	n			resonance	resonance%1:19:01::	111478299	resonance_n1	110737855	resonance_n1	an excited state of a stable particle causing a sharp maximum in the probability of absorption of electromagnetic radiation	
resonator	n			resonator	resonator%1:06:02::	104080454	resonator_n1	103926574	resonator_n1	a hollow chamber whose dimensions allow the resonant oscillation of electromagnetic or acoustic waves	
resource	n	okay	role	resource	resource%1:07:00::	105154676	resource_n2	104864251	resource_n2	a source of aid or support that may be drawn upon when needed;	the local library is a valuable resource
resourcefulness	n			resourcefulness	resourcefulness%1:07:00::	105155476	resourcefulness_n1	104865093	resourcefulness_n1	the quality of being able to cope with a difficult situation;	a man of great resourcefulness
respect	v	okay	act		respect%2:31:00::	200694068	respect_v1	200670967	respect_v1	regard highly; think much of;	I respect his judgement; We prize his creativity
respectively	r				respectively%4:02:00::	400137915	respectively_r1	400139711	respectively_r1	in the order given;	the brothers were called Felix and Max, respectively
respiration	n	okay	proc	respiration	respiration%1:04:00::	100830811	respiration_n1	100780248	respiration_n1	the metabolic processes whereby certain organisms obtain energy from organic molecules; processes that take place in the cells and tissues during which energy is released and carbon dioxide is produced and absorbed by the blood to be transported to the lungs	
respiratory	adj	okay	quality		respiratory%3:01:00::	303110322	respiratory_a1	302943945	respiratory_a1	pertaining to respiration;	respiratory assistance
respire	v				respire%2:29:02::	200002573	respire_v1	200002536	respire_v1	breathe easily again, as after exertion or anxiety	
respond	v	okay	act		respond%2:31:00::	200717358	respond_v1	200693825	respond_v1	show a response or a reaction to something	
response	n	okay	role	reaction	response%1:04:01::	100859001	response_n2	100807567	reaction_n2	a bodily process occurring due to the effect of some antecedent stimulus or agent;	a bad reaction to the medicine; his responses have slowed with age
responsibility	n	okay	?	responsibility	responsibility%1:04:00::	101129920	responsibility_n1	101065618	duty_n2	the social force that binds you to the courses of action demanded by that force;	we must instill a sense of duty in our children; every right implies a responsibility; every opportunity, an obligation; every possession, a duty- John D.Rockefeller Jr
responsible	adj	okay	quality		responsible%5:00:00:causative:00	300324878	responsible_for_s1	300321319	responsible_for(p)_s1	being the agent or cause;	determined who was the responsible party; termites were responsible for the damage
responsive	adj				responsive%3:01:00::	303110741	antiphonal_a1	302944271	antiphonal_a1	containing or using responses; alternating;	responsive reading; antiphonal laughter
rest	v	okay	act		rest%2:32:00::	200779360	rest_v2	200753668	rest_v2	take a short break from one's activities in order to relax	
restate	v				restate%2:32:00::	200958334	repeat_v1	200926576	repeat_v1	to say, state, or perform again;	She kept reiterating her request
restaurant	n			restaurant	restaurant%1:06:00::	104081281	restaurant_n1	103927401	restaurant_n1	a building where people go to eat	
restful	adj				restful%3:00:00::	301922227	restful_a1	301862313	relaxing_s1	affording physical or mental rest;	she spent a restful night at home
restless	adj					301561771	moving_a1	301863443	restless_s1	in motion;	a constantly moving crowd; the moving parts of the machine
restore	v				restore%2:41:01::	202552449	restore_v1	202476974	restore_v1	return to its original or usable and functioning condition;	restore the forest to its original pristine condition
restrain	v				restrain%2:41:01::	202422663	restrain_v1	202349665	restrain_v1	keep under control; keep in check;	suppress a smile; Keep your temper; keep your cool
restraint	n			restraint	restraint%1:04:00::	101145359	restraint_n1	101080925	restraint_n1	the act of controlling by restraining someone or something;	the unlawful restraint of trade
restriction	n			restriction	restriction%1:09:00::	105846355	restriction_n1	105508313	restriction_n1	a principle that limits the extent of something;	I am willing to accept certain restrictions on my movements
result	n	okay	abs	effect	result%1:19:00::	111410625	effect_n1	110672738	effect_n1	a phenomenon that follows and is caused by some previous phenomenon;	the magnetic effect was greater when the rod was lengthwise; his decision had depressing consequences for business; he acted very wise after the event
resume	v				resume%2:30:00::	200350104	resume_v1	200338947	resume_v1	take up or begin anew;	We resumed the negotiations
retail	adj							301941862	retail_a1	selling or related to selling direct to the consumer;	retail trade; retail business; retail price
retain	v				retain%2:42:00::	202701628	retain_v1	202620375	retain_v1	hold back within;	This soil retains water; I retain this drug for a long time; the dam retains the water
retention	n			retention	retention%1:04:00::	100810598	retention_n1	100760675	retention_n1	the act of retaining something	
reticulum	n			reticulum	reticulum%1:08:00::	105501485	reticulum_n2	105185744	reticulum_n2	any fine network (especially one in the body composed of cells or blood vessels)	
retina	n			retina	retina%1:08:00::	105426989	retina_n1	105116233	retina_n1	the innermost light-sensitive membrane covering the back wall of the eyeball; it is continuous with the optic nerve	
retire	v				retire%2:41:01::	202379753	retire_v1	202308628	retire_v1	go into retirement; stop performing one's work or withdraw from one's position;	He retired at age 68
retrace	v				retrace%2:38:00::	202004352	retrace_v1	201946370	retrace_v1	to go back over again;	we retraced the route we took last summer; trace your path
retreat	v				retreat%2:38:00::	201994442	retreat_v1	201936392	retreat_v1	pull back or move away or backward;	The enemy withdrew; The limo pulled away from the curb
retrieve	v	okay	act		retrieve%2:40:00::	202247977	retrieve_v1	202183081	retrieve_v1	get or find back; recover the use of;	She regained control of herself; She found her voice and replied quickly
return	v	okay	act		return%2:38:00::	202004874	return_v1	201946892	return_v1	go or come back to place, condition, or activity where one has been before;	return to your native land; the professor returned to his teaching position after serving as Dean
reunion	n			reunion	reunion%1:14:00::	108478371	reunion_n1	107964181	reunion_n1	a party of former associates who have come together again	
reuse	v	okay	act		reuse%2:34:00::	201162425	reuse_v1	201126495	reuse_v1	use again after processing;	We must recycle the cardboard boxes
rev	v				rev%2:30:00::	200439698	rev_v1	200427091	rev_v1	increase the number of rotations per minute;	rev up an engine
reveal	v				reveal%2:39:00::	202143283	reveal_v1	202081294	reveal_v1	make visible;	Summer brings out bright clothes; He brings out the best in her
reversal	n			reversal	reversal%1:04:00::	100234892	reversal_n1	100222686	reversal_n1	a change from one state to the opposite state;	there was a reversal of autonomic function
reverse	v				reverse%2:30:00::	200138508	reverse_v1	200133458	turn_v10	change to the contrary;	The trend was reversed; the tides turned against him; public opinion turned when it was revealed that the president had an affair with a White House intern
reversible	adj				reversible%3:00:00::	301758934	reversible_a1	301703267	reversible_a1	capable of reversing or being reversed;	reversible hypertension
revert	v				revert%2:30:00::	200387310	return_v3	200375470	return_v3	go back to a previous state;	We reverted to the old rules
review	v	okay	act		review%2:31:00::	200696189	review_v1	200673071	review_v1	look at again; examine again;	let's review your situation
revise	v	okay	act		revise%2:32:00::	200996102	revise_v1	200963714	revise_v1	make revisions in;	revise a thesis
revision	n			revision	revision%1:04:00::	100399393	revision_n1	100381814	revision_n1	the act of revising or altering (involving reconsideration and modification);	it would require a drastic revision of his opinion
revolution	n	okay	?	revolution	revolution%1:11:00::	107440979	gyration_n1	106985897	gyration_n1	a single complete turn (axial or orbital);	the plane made three rotations before it crashed; the revolution of the earth about the sun takes one year
revolutionize	v				revolutionize%2:30:00::	200125633	revolutionize_v1	200120799	revolutionize_v1	change radically;	E-mail revolutionized communication in academe
revolve	v	okay	act		revolve%2:38:00::	202045043	rotate_v1	201986772	rotate_v1	turn on or around an axis or a center;	The Earth revolves around the Sun; The lamb roast rotates on a spit over the fire
reward	n			reward	reward%1:11:00::	107295629	reward_n1	106847852	reward_n1	a recompense for worthy acts or retribution for wrongdoing;	the wages of sin is death; virtue is its own reward
rewire	v				rewire%2:40:00::	202354736	rewire_v1	202287112	rewire_v1	provide with new wiring;	the university rewired the dormitories when most students brought computers and television sets
rhea	n			rhea	rhea%1:05:02::	101521756	rhea_n2	101444141	rhea_n2	smaller of two tall fast-running flightless birds similar to ostriches but three-toed; found from Peru to Strait of Magellan	
rhesus	n			rhesus	rhesus%1:05:00::	102487547	rhesus_n1	102398695	rhesus_n1	of southern Asia; used in medical research	
rheumatic	adj				rheumatic%5:00:00:unhealthy:00	301173795	rheumy_s2	301132369	rheumy_s2	of or pertaining to arthritis;	my creaky old joints; rheumy with age and grief
rheumatoid	adj				rheumatoid%5:00:00:unhealthy:00	301173795	rheumy_s2	301132369	rheumy_s2	of or pertaining to arthritis;	my creaky old joints; rheumy with age and grief
rhino	n			rhino	rhino%1:05:00::	102391994	rhino_n1	102304830	rhino_n1	massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout	
rhinoceros	n			rhino	rhinoceros%1:05:00::	102391994	rhino_n1	102304830	rhino_n1	massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout	
rhizoid	n			rhizoid	rhizoid%1:20:00::	112974826	rhizoid_n1	112224843	rhizoid_n1	any of various slender filaments that function as roots in mosses and ferns and fungi etc	
rhizome	n			rhizome	rhizome%1:20:00::	113128582	rhizome_n1	112376052	rhizome_n1	a horizontal plant stem with shoots above and roots below serving as a reproductive structure	
rhizomorph	n			rhizomorph	rhizomorph%1:20:00::	113231298	rhizomorph_n1	112477335	rhizomorph_n1	a dense mass of hyphae forming a root-like structure characteristic of many fungi	
rhubarb	n			rhubarb	rhubarb%1:13:00::	107713267	rhubarb_n1	107241490	rhubarb_n1	long pinkish sour leafstalks usually eaten cooked and sweetened	
rhyme	v				rhyme%2:36:00::	201701858	rhyme_v1	201653134	rhyme_v1	compose rhymes	
rhythm	n			rhythm	rhythm%1:10:01::	107086518	rhythm_n1	106651357	rhythm_n1	the basic rhythmic unit in a piece of music;	the piece has a fast rhythm; the conductor set the beat
rhythmic	adj				rhythmic%3:00:00::	302019021	rhythmic_a1	301955651	rhythmic_a1	recurring with measured regularity;	the rhythmic chiming of church bells- John Galsworthy; rhythmical prose
rhythmical	adj				rhythmical%3:00:00::	302019021	rhythmic_a1	301955651	rhythmic_a1	recurring with measured regularity;	the rhythmic chiming of church bells- John Galsworthy; rhythmical prose
rhythmically	r				rhythmically%4:02:00::	400401581	rhythmically_r1	400405561	rhythmically_r1	in a rhythmic manner;	the chair rocked rhythmically back and forth
rib	n			rib	rib%1:06:00::	104087126	rib_n1	103932830	rib_n1	support resembling the rib of an animal	
ribbon	n			ribbon	ribbon%1:17:00::	109409203	ribbon_n1	108818449	ribbon_n1	any long object resembling a thin line;	a mere ribbon of land; the lighted ribbon of traffic; from the air the road was a grey thread; a thread of smoke climbed upward
ribose	n			ribose	ribose%1:27:00::	114696331	ribose_n1	113856249	ribose_n1	a pentose sugar important as a component of ribonucleic acid	
ribosome	n			ribosome	ribosome%1:08:00::	105446394	ribosome_n1	105133120	ribosome_n1	an organelle in the cytoplasm of a living cell; they attach to mRNA and move down it one codon at a time and then stop until tRNA brings the required amino acid; when it reaches a stop codon it falls apart and releases the completed protein molecule for use by the cell;	the ribosome is the site of protein synthesis
rice	n	okay	food	rice	rice%1:13:00::	107804323	rice_n1	107331355	rice_n1	grains used as food either unpolished or more often polished	
rich	adj				rich%3:00:00::	302021905	rich_a1	301958275	rich_a1	possessing material wealth;	her father is extremely rich; many fond hopes are pinned on rich uncles
riches	n			riches	riches%1:21:00::	113353280	wealth_n3	112596161	wealth_n3	an abundance of material possessions and resources	
ricin	n			ricin	ricin%1:27:00::	114696463	ricin_n1	113856381	ricin_n1	a toxic protein extracted from castor beans; used as a chemical reagent; can be used as a bioweapon;	one milligram of ricin can kill an adult
rickety	adj				rickety%5:00:00:unstable:00	302292797	shaky_s1	302211278	shaky_s1	inclined to shake as from weakness or defect;	a rickety table; a wobbly chair with shaky legs; the ladder felt a little wobbly; the bridge still stands though one of the arches is wonky
rid	v				rid%2:40:00::	202350175	rid_v1	202282547	rid_v1	relieve from;	Rid the house of pests
riddle	v				riddle%2:35:00::	201275301	riddle_v1	201237200	riddle_v1	pierce with many holes;	The bullets riddled his body
ride	v	okay	act		ride%2:38:00::	201955984	ride_v2	201898556	ride_v2	be carried or travel on or in a vehicle;	I ride to work in a bus; He rides the subway downtown every day
rider	n			rider	rider%1:18:00::	110529965	rider_n1	109843813	rider_n1	a traveler who actively rides an animal (as a horse or camel)	
ridge	n			ridge	ridge%1:17:00::	109409512	ridge_n1	108818722	ridge_n1	a long narrow natural elevation or striation	
ridicule	v				ridicule%2:32:00::	200851933	laugh_at_v1	200824293	laugh_at_v1	subject to laughter or ridicule;	The satirists ridiculed the plans for a new opera house; The students poked fun at the inexperienced teacher; His former students roasted the professor at his 60th birthday
ridiculous	adj				ridiculous%5:00:00:undignified:00	300752847	ridiculous_s1	300721656	ridiculous_s1	inspiring scornful pity;	how silly an ardent and unsuccessful wooer can be especially if he is getting on in years- Dashiell Hammett
ridley	n			ridley	ridley%1:05:00::	101664369	ridley_n1	101585620	ridley_n1	a marine turtle	
rifle	n			rifle	rifle%1:06:00::	104090263	rifle_n1	103935984	rifle_n1	a shoulder firearm with a long barrel and a rifled bore;	he lifted the rifle to his shoulder and fired
rig	n			rig	rig%1:06:00::	104091097	rig_n1	103936818	rig_n1	gear (including necessary machinery) for a particular enterprise	
right	n	y		right (endowed rights)	right%1:07:00::	105174653	right_n1	104881053	right_n1	an abstract idea of that which is due to a person or governmental body by law or tradition or nature;	they are endowed by their Creator with certain unalienable Rights; Certain rights can never be granted to the government but must be kept in the hands of the people- Eleanor Roosevelt; a right is not something that somebody gives you; it is something that nobody can take away
right	n	y		right (film rights)	right%1:21:00::	113341756	right_n8	112584884	right_n2	(frequently plural) the interest possessed by law or custom in some intangible thing;	mineral rights; film rights
right	n	y		right (position)	right%1:15:00::	108625073	right_n2	108098935	right_n3	location near or direction toward the right side; i.e. the side to the south when a person or object faces east;	he stood on the right
right	adj	y			right%3:00:02::	300631391	right_a2	300601421	right_a1	free from error; especially conforming to fact or truth;	the correct answer; the correct version; the right answer; took the right road; the right decision
right	adj	y			right%3:00:00::	302031986	right_a1	301966945	right_a2	being or located on or directed toward the side of the body to the east when facing north;	my right hand; right center field; a right-hand turn; the right bank of a river is the bank on your right side when you are facing downstream
right	r	y			right%4:02:04::	400205052	right_r1	400208017	right_r1	precisely, exactly;	stand right here!
rightness	n			rightness	rightness%1:07:00::	104847133	rightness_n1	104615334	rightness_n1	according with conscience or morality	
rigid	adj				rigid%5:00:00:inflexible:01	301023706	rigid_s1	300979343	rigid_s1	incapable of or resistant to bending;	a rigid strip of metal; a table made of rigid plastic; a palace guardsman stiff as a poker; stiff hair; a stiff neck
rigidity	n			rigidity	rigidity%1:07:00::	105023741	rigidity_n1	104756581	rigidity_n1	the physical property of being stiff and resisting bending	
rill	n			rill	rill%1:17:00::	109415938	rivulet_n1	108824444	rivulet_n1	a small stream	
rim	n			rim	rim%1:25:00::	113902336	rim_n1	113114321	rim_n1	the shape of a raised edge of a more or less circular object	
rind	n			rind	rind%1:13:00::	107670731	rind_n1	113916623	skin_n2	the natural outer covering of food (usually removed before eating)	
ring	n	okay	obj	ring	ring%1:07:00::	104981658	ring_n1	104721451	ring_n1	a characteristic sound;	it has the ring of sincerity
ringtail	n			cacomistle	ringtail%1:05:03::	102508742	ringtail_n1	102419662	ringtail_n1	raccoon-like omnivorous mammal of Mexico and the southwestern United States having a long bushy tail with black and white rings	
ringworm	n			ringworm	ringworm%1:26:00::	114125466	tinea_n1	113320612	tinea_n1	infections of the skin or nails caused by fungi and appearing as itching circular patches	
rink	n			rink	rink%1:06:00::	104093625	rink_n1	103939277	rink_n1	building that contains a surface for ice skating or roller skating	
rinse	v				rinse%2:35:00::	201536168	rinse_v1	201493671	rinse_v1	wash off soap or remaining dirt	
Rio	n			Rio	rio%1:15:00::	108856266	Rio_n1	108309627	Rio_n1	the former capital and 2nd largest city of Brazil; chief Brazilian port; famous as a tourist attraction	
riot	n			riot	riot%1:04:00::	101170502	riot_n1	101105513	riot_n1	a public act of violence by an unruly mob	
rip	v	okay	act		rip%2:35:00::	201573276	rip_v1	201529742	rip_v1	tear or be torn violently;	The curtain ripped from top to bottom; pull the cooked chicken into strips
ripe	adj				ripe%3:00:00::	301493173	ripe_a1	301441835	ripe_a1	fully developed or matured and ready to be eaten or used;	ripe peaches; full-bodied mature wines
ripen	v				ripen%2:30:01::	200249969	ripen_v1	200241617	ripen_v1	cause to ripen or develop fully;	The sun ripens the fruit; Age matures a good wine
ripple	n			ripple	ripple%1:11:00::	107344663	ripple_n1	106894321	ripple_n1	a small wave on the surface of a liquid	
rise	v	okay	act		rise%2:38:00::	201968569	rise_v1	201911030	rise_v1	move upward;	The fog lifted; The smoke arose from the forest fire; The mist uprose from the meadows
risk	v				risk%2:41:00::	202545578	risk_v1	202470374	risk_v1	expose to a chance of loss or damage;	We risked losing a lot of money in this venture; Why risk your life?; She laid her job on the line when she told the boss that he was wrong
risky	adj				risky%5:00:00:dangerous:00	302059811	risky_s1	301991204	risky_s1	involving risk or danger;	skydiving is a hazardous sport; extremely risky going out in the tide and fog; a wild financial scheme
rite	n			rite	rite%1:04:01::	101029406	rite_n1	100969819	rite_n1	an established ceremony prescribed by a religion;	the rite of baptism
ritualize	v				ritualize%2:30:00::	200525446	ritualize_v1	200511608	ritualize_v1	make or evolve into a ritual;	The growing up of children has become ritualized in many cultures
ritzy	adj				ritzy%5:00:00:elegant:00	300850875	ritzy_s1	300816032	ritzy_s1	luxuriously elegant	
river	n	okay	obj	river	river%1:17:00::	109411430	river_n1	108820496	river_n1	a large natural stream of water (larger than a creek);	the river was navigable for 50 miles
riverbank	n	okay	obj	riverbank	riverbank%1:17:00::	109415584	riverbank_n1	108824090	riverbank_n1	the bank of a river	
riverbed	n	okay	loc	riverbed	riverbed%1:17:00::	109415671	riverbed_n1	108824177	riverbed_n1	a channel occupied (or formerly occupied) by a river	
road	n	okay	obj	road	road%1:06:00::	104096066	road_n1	103941718	road_n1	an open way (generally public) for travel or transportation	
roadrunner	n			roadrunner	roadrunner%1:05:00::	101824035	roadrunner_n1	101743359	roadrunner_n1	speedy largely terrestrial bird found from California and Mexico to Texas	
roadside	n			roadside	roadside%1:06:00::	104565233	roadside_n1	104387742	roadside_n1	edge of a way or road or path;	flowers along the wayside
roadway	n			roadway	roadway%1:06:00::	104097622	roadway_n1	103943292	roadway_n1	a road (especially that part of a road) over which vehicles travel	
roam	v				roam%2:38:00::	201881180	wander_v1	201827001	wander_v1	move about aimlessly or without any destination, often in search of food or employment;	The gypsies roamed the woods; roving vagabonds; the wandering Jew; The cattle roam across the prairie; the laborers drift from one town to the next; They rolled from town to town
roan	adj				roan%5:00:00:colored:00	300400472	roan_s1	300377059	roan_s1	(used of especially horses) having a brownish coat thickly sprinkled with white or grey;	a roan horse
roar	v				roar%2:32:01::	201046059	roar_v1	201012485	roar_v1	make a loud noise, as of wind, water, or vehicles;	The wind was howling in the trees; The water roared down the chute
roast	v				roast%2:30:00::	200324560	roast_v1	200314278	roast_v1	cook with dry heat, usually in an oven;	roast the turkey
