QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
1.00	most	ectotherm	has-part	ear	Most ectotherms have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	ectotherm	has-part	face	Most ectotherms have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	ectotherm	has-part	head	Most ectotherms have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	ectotherm	has-part	nucleus	Most ectotherms have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	ectotherm	has-part	plasma membrane	Most ectotherms have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	ectotherm	has-part	section	Most ectotherms have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	ectotherm	has-part	skull	Most ectotherms have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	ectotherm	has-part	vacuole	Most ectotherms have (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	Ecuador	has-part	Guayaquil	Most Ecuador has (part) Guayaquil.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	brain	Most edaphosauruses have (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	breast	Most edaphosauruses have (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	cell membrane	Most edaphosauruses have (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	cell	Most edaphosauruses have (part) cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	chest cavity	Most edaphosauruses have (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	chest	Most edaphosauruses have (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	corpus	Most edaphosauruses have (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	cytoplasm	Most edaphosauruses have (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	ear	Most edaphosauruses have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	face	Most edaphosauruses have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	head	Most edaphosauruses have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	nucleus	Most edaphosauruses have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	pedal extremity	Most edaphosauruses have (part) pedal extremities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	plasma membrane	Most edaphosauruses have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	rib cage	Most edaphosauruses have (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	section	Most edaphosauruses have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	edaphosaurus	has-part	skull	Most edaphosauruses have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	sternum	Most edaphosauruses have (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	vacuole	Most edaphosauruses have (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	edaphosaurus	has-part	vertebrate foot	Most edaphosauruses have (part) vertebrate feet.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	editor	has-part	arm	Most editors have (part) arms.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	editor	has-part	body substance	Most editors have (part) body substances.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	cell membrane	Most editors have (part) cell membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	cell	Most editors have (part) cells.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	corpus	Most editors have (part) corpi.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	cytoplasm	Most editors have (part) cytoplasm.	-	y	n	n	person_n1	substance_n1	WordNet3.0
1.00	most	editor	has-part	head	Most editors have (part) heads.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	editor	has-part	human body	Most editors have (part) human bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	leg	Most editors have (part) legs.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	editor	has-part	material body	Most editors have (part) material bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	neck	Most editors have (part) necks.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	editor	has-part	nucleus	Most editors have (part) nuclei.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	editor	has-part	personality	Most editors have (part) personality.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	plasma membrane	Most editors have (part) plasma membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	section	Most editors have (part) sections.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	editor	has-part	vacuole	Most editors have (part) vacuoles.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	education	has-part	homework	Most education has (part) homework.	-	y	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	education	has-part	prep	Most education has (part) prep.	-	y	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	educator	has-part	adult body	Most educators have (part) adult bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	educator	has-part	arm	Most educators have (part) arms.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	educator	has-part	body substance	Most educators have (part) body substances.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	educator	has-part	cell membrane	Most educators have (part) cell membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	educator	has-part	cell	Most educators have (part) cells.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	educator	has-part	corpus	Most educators have (part) corpi.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	educator	has-part	cytoplasm	Most educators have (part) cytoplasm.	-	y	n	n	person_n1	substance_n1	WordNet3.0
1.00	most	educator	has-part	head	Most educators have (part) heads.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	educator	has-part	leg	Most educators have (part) legs.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	educator	has-part	neck	Most educators have (part) necks.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	educator	has-part	nucleus	Most educators have (part) nuclei.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	educator	has-part	personality	Most educators have (part) personality.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	educator	has-part	plasma membrane	Most educators have (part) plasma membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	educator	has-part	section	Most educators have (part) sections.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	educator	has-part	vacuole	Most educators have (part) vacuoles.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	egg	has-part	cell membrane	Most eggs have (part) cell membranes.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	egg	has-part	chromatin	Most eggs have (part) chromatin.	-	y	n	n	Thing	substance_n1	WordNet3.0
1.00	most	egg	has-part	chromosome	Most eggs have (part) chromosomes.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	egg	has-part	corpus	Most eggs have (part) corpi.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	egg	has-part	cytoplasm	Most eggs have (part) cytoplasm.	-	y	n	n	Thing	substance_n1	WordNet3.0
1.00	most	egg	has-part	cytoskeleton	Most eggs have (part) cytoskeletons.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	egg	has-part	lobe	Most eggs have (part) lobes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	egg	has-part	nucleus	Most eggs have (part) nuclei.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	egg	has-part	plasma membrane	Most eggs have (part) plasma membranes.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	egg	has-part	section	Most eggs have (part) sections.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	egg	has-part	vacuole	Most eggs have (part) vacuoles.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	egg	has-part	yolk	Most eggs have (part) yolks.	-	y	n	n	Thing	food_n1	WordNet3.0
1.00	most	eggshell	has-part	section	Most eggshells have (part) sections.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	Egypt	has-part	Egyptian capital	Most Egypt has (part) Egyptian capital.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	Egyptian	has-part	arm	Most Egyptian has (part) arms.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	Egyptian	has-part	body substance	Most Egyptian has (part) body substances.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	cell membrane	Most Egyptian has (part) cell membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	cell	Most Egyptian has (part) cells.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	corpus	Most Egyptian has (part) corpi.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	cytoplasm	Most Egyptian has (part) cytoplasm.	-	y	n	n	person_n1	substance_n1	WordNet3.0
1.00	most	Egyptian	has-part	head	Most Egyptian has (part) heads.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	Egyptian	has-part	human body	Most Egyptian has (part) human bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	leg	Most Egyptian has (part) legs.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	Egyptian	has-part	material body	Most Egyptian has (part) material bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	neck	Most Egyptian has (part) necks.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	Egyptian	has-part	nucleus	Most Egyptian has (part) nuclei.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	Egyptian	has-part	personality	Most Egyptian has (part) personality.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	plasma membrane	Most Egyptian has (part) plasma membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	section	Most Egyptian has (part) sections.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Egyptian	has-part	vacuole	Most Egyptian has (part) vacuoles.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	brain	Most elands have (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	breast	Most elands have (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	cannon bone	Most elands have (part) cannon bones.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	cell membrane	Most elands have (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	cell	Most elands have (part) cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	chest cavity	Most elands have (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	chest	Most elands have (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	corpus	Most elands have (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	cytoplasm	Most elands have (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	eland	has-part	ear	Most elands have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	face	Most elands have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	head	Most elands have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	hip socket	Most elands have (part) hip sockets.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	hoof	Most elands have (part) hoofs.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	nucleus	Most elands have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	pilus	Most elands have (part) piluses.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	plasma membrane	Most elands have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	rib cage	Most elands have (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	second stomach	Most elands have (part) second stomachs.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	section	Most elands have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	eland	has-part	skull	Most elands have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	sternum	Most elands have (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	eland	has-part	vacuole	Most elands have (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elastic	has-part	hem	Most elastic has (part) hems.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
1.00	most	elastic	has-part	section	Most elastic has (part) sections.	-	y	n	n	artifact_n1	Thing	WordNet3.0
1.00	most	elbow	has-part	corpus	Most elbows have (part) corpi.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	elbow	has-part	hip socket	Most elbows have (part) hip sockets.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	elbow	has-part	lobe	Most elbows have (part) lobes.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	elbow	has-part	nerve fiber	Most elbows have (part) nerve fiber.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	elbow	has-part	nerve fibre	Most elbows have (part) nerve fibre.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	elbow	has-part	radicle	Most elbows have (part) radicles.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	elbow	has-part	synapse	Most elbows have (part) synapse.	-	y	n	n	body_part_n1	state_n4	WordNet3.0
1.00	most	elder	has-part	adult body	Most elders have (part) adult bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	elder	has-part	arm	Most elders have (part) arms.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	elder	has-part	body substance	Most elders have (part) body substances.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	elder	has-part	cell membrane	Most elders have (part) cell membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	elder	has-part	cell	Most elders have (part) cells.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	elder	has-part	corpus	Most elders have (part) corpi.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	elder	has-part	cytoplasm	Most elders have (part) cytoplasm.	-	y	n	n	person_n1	substance_n1	WordNet3.0
1.00	most	elder	has-part	head	Most elders have (part) heads.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	elder	has-part	leg	Most elders have (part) legs.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	elder	has-part	neck	Most elders have (part) necks.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	elder	has-part	nucleus	Most elders have (part) nuclei.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	elder	has-part	personality	Most elders have (part) personality.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	elder	has-part	plasma membrane	Most elders have (part) plasma membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	elder	has-part	section	Most elders have (part) sections.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	elder	has-part	vacuole	Most elders have (part) vacuoles.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	electrician	has-part	arm	Most electricians have (part) arms.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	electrician	has-part	body substance	Most electricians have (part) body substances.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	cell membrane	Most electricians have (part) cell membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	cell	Most electricians have (part) cells.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	corpus	Most electricians have (part) corpi.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	cytoplasm	Most electricians have (part) cytoplasm.	-	y	n	n	person_n1	substance_n1	WordNet3.0
1.00	most	electrician	has-part	head	Most electricians have (part) heads.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	electrician	has-part	human body	Most electricians have (part) human bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	leg	Most electricians have (part) legs.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	electrician	has-part	material body	Most electricians have (part) material bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	neck	Most electricians have (part) necks.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	electrician	has-part	nucleus	Most electricians have (part) nuclei.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	electrician	has-part	personality	Most electricians have (part) personality.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	plasma membrane	Most electricians have (part) plasma membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	section	Most electricians have (part) sections.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	electrician	has-part	vacuole	Most electricians have (part) vacuoles.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	electromagnet	has-part	section	Most electromagnets have (part) sections.	-	y	n	n	device_n1	Thing	WordNet3.0
1.00	most	electron	has-part	section	Most electrons have (part) sections.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	element	has-part	atom	Most elements have (part) atoms.	-	y	n	n	element_n2	substance_n1	WordNet3.0
1.00	most	elephant	has-part	brain	Most elephants have (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	breast	Most elephants have (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	bridge	Most elephants have (part) bridges.	-	y	n	n	animal_n1	device_n1	WordNet3.0
1.00	most	elephant	has-part	cell membrane	Most elephants have (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	chest cavity	Most elephants have (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	chest	Most elephants have (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	corpus	Most elephants have (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	cuticle	Most elephants have (part) cuticles.	-	y	n	n	animal_n1	location_n1	WordNet3.0
1.00	most	elephant	has-part	cytoplasm	Most elephants have (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	elephant	has-part	dermis	Most elephants have (part) dermis.	-	y	n	n	animal_n1	location_n1	WordNet3.0
1.00	most	elephant	has-part	ear	Most elephants have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	epidermis	Most elephants have (part) epidermises.	-	y	n	n	animal_n1	location_n1	WordNet3.0
1.00	most	elephant	has-part	face	Most elephants have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	freckle	Most elephants have (part) freckles.	-	y	n	n	animal_n1	artifact_n1	WordNet3.0
1.00	most	elephant	has-part	head	Most elephants have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	liver spot	Most elephants have (part) liver spots.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	nostril	Most elephants have (part) nostrils.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	nucleus	Most elephants have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	pedal extremity	Most elephants have (part) pedal extremities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	pilus	Most elephants have (part) piluses.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	plasma membrane	Most elephants have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	pulp cavity	Most elephants have (part) pulp cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	rib cage	Most elephants have (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	section	Most elephants have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	skin cell	Most elephants have (part) skin cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	skull	Most elephants have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	sternum	Most elephants have (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	tooth root	Most elephants have (part) tooth roots.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	tusk	Most elephants have (part) tusks.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	vacuole	Most elephants have (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elephant	has-part	vertebrate foot	Most elephants have (part) vertebrate feet.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elephant	has-part	wrinkle	Most elephants have (part) wrinkles.	-	y	n	n	animal_n1	shape_n2	WordNet3.0
1.00	most	elevator	has-part	base	Most elevators have (part) bases.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
1.00	most	elevator	has-part	ceiling	Most elevators have (part) ceilings.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
1.00	most	elevator	has-part	elevator car	Most elevators have (part) elevator cars.	-	y	n	n	device_n1	Thing	WordNet3.0
1.00	most	elevator	has-part	floor	Most elevators have (part) floors.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
1.00	most	elevator	has-part	room light	Most elevators have (part) room light.	-	y	n	n	device_n1	Thing	WordNet3.0
1.00	most	elevator	has-part	section	Most elevators have (part) sections.	-	y	n	n	device_n1	Thing	WordNet3.0
1.00	most	elevator	has-part	wall	Most elevators have (part) walls.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
1.00	most	elk	has-part	antler	Most elk have (part) antlers.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	brain	Most elk have (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	breast	Most elk have (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	cannon bone	Most elk have (part) cannon bones.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	cell membrane	Most elk have (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	cell	Most elk have (part) cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	chest cavity	Most elk have (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	chest	Most elk have (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	corpus	Most elk have (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	cytoplasm	Most elk have (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	elk	has-part	ear	Most elk have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	face	Most elk have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	head	Most elk have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	hip socket	Most elk have (part) hip sockets.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	hoof	Most elk have (part) hoofs.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	nucleus	Most elk have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	pilus	Most elk have (part) piluses.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	plasma membrane	Most elk have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	rib cage	Most elk have (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	second stomach	Most elk have (part) second stomachs.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	section	Most elk have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	elk	has-part	skull	Most elk have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	sternum	Most elk have (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elk	has-part	vacuole	Most elk have (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	elm	has-part	bark	Most elms have (part) bark.	-	y	n	n	plant_n2	sound_n4	WordNet3.0
1.00	most	elm	has-part	cell membrane	Most elms have (part) cell membranes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	elm	has-part	cell	Most elms have (part) cells.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	elm	has-part	corpus	Most elms have (part) corpi.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	elm	has-part	cytoplasm	Most elms have (part) cytoplasm.	-	y	n	n	plant_n2	substance_n1	WordNet3.0
1.00	most	elm	has-part	leaf node	Most elms have (part) leaf nodes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	elm	has-part	nucleus	Most elms have (part) nuclei.	-	y	n	n	plant_n2	body_part_n1	WordNet3.0
1.00	most	elm	has-part	plasma membrane	Most elms have (part) plasma membranes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	elm	has-part	section	Most elms have (part) sections.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	elm	has-part	stump	Most elms have (part) stumps.	-	y	n	n	plant_n2	plant_part_n1	WordNet3.0
1.00	most	elm	has-part	tree branch	Most elms have (part) tree branches.	-	y	n	n	plant_n2	Thing	WordNet3.0
