QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
1.00	most	coral	isa	color	Coral isa color.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	cord	isa	artifact	Cord isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	cordgrass	isa	grass	Cordgrass isa grass.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	core	isa	location	Core isa location.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	cork	isa	bark	Cork isa bark.	1.00	n	n	n	material_n1	sound_n4	WordNet3.0
1.00	most	cork	isa	material	Cork isa material.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	cork	isa	stuff	Cork isa stuff.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	corkscrew	isa	tool	Corkscrew isa tool.	1.00	n	n	n	tool_n1	tool_n1	WordNet3.0
1.00	most	corn	isa	cereal	Corn isa cereal.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	cornea	isa	tissue	Cornea isa tissue.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	corner	isa	location	Corner isa location.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	cornet	isa	device	Cornet isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	corneum	isa	stratum	Corneum isa stratum.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	cornfield	isa	field	Cornfield isa field.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	Cornwall	isa	thing	Cornwall isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	corona	isa	light	Corona isa light.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	coronation	isa	induction	Coronation isa induction.	1.00	n	n	n	event_n1	phenomenon_n1	WordNet3.0
1.00	most	coronation	isa	initiation	Coronation isa initiation.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	corporation	isa	firm	Corporation isa firm.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	corpus	isa	entity	Corpus isa entity.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	correlation	isa	relation	Correlation isa relation.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	correspondence	isa	entity	Correspondence isa entity.	1.00	n	n	n	written_language_n1	Thing	WordNet3.0
1.00	most	correspondence	isa	written language	Correspondence isa written language.	1.00	n	n	n	written_language_n1	written_language_n1	WordNet3.0
1.00	most	corrosion	isa	deterioration	Corrosion isa deterioration.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	cortex	isa	body part	Cortex isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	corticosteroid	isa	hormone	Corticosteroid isa hormone.	1.00	n	n	n	substance_n1	substance_n1	WordNet3.0
1.00	most	cortisol	isa	corticosteroid	Cortisol isa corticosteroid.	1.00	n	n	n	substance_n1	substance_n1	WordNet3.0
1.00	most	cosine	isa	relation	Cosine isa relation.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	cost	isa	quality	Cost isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	costa	isa	body part	Costa isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	costume	isa	clothes	Costume isa clothes.	1.00	n	n	n	clothing_n1	clothing_n1	WordNet3.0
1.00	most	costume	isa	clothing	Costume isa clothing.	1.00	n	n	n	clothing_n1	clothing_n1	WordNet3.0
1.00	most	cot	isa	bed	Cot isa bed.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	cottage	isa	house	Cottage isa house.	1.00	n	n	n	building_n1	building_n1	WordNet3.0
1.00	most	cotton	isa	fiber	Cotton isa fiber.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	cotton	isa	fibre	Cotton isa fibre.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	cottonmouth	isa	viper	Cottonmouth isa viper.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	cottontail	isa	rabbit	Cottontail isa rabbit.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	cotyledon	isa	foliage	Cotyledon isa foliage.	1.00	n	n	n	plant_part_n1	plant_part_n1	WordNet3.0
1.00	most	cotyledon	isa	leaf	Cotyledon isa leaf.	1.00	n	n	n	plant_part_n1	plant_part_n1	WordNet3.0
1.00	most	cougar	isa	cat	Cougar isa cat.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	cough	isa	symptom	Cough isa symptom.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	council	isa	organization	Council isa organization.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	counsel	isa	adult	Counsel isa adult.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	counselor	isa	consultant	Counselor isa consultant.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	counter	isa	table	Counter isa table.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	counterfeiter	isa	individual	Counterfeiter isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	counterfeiter	isa	person	Counterfeiter isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	counterfeiter	isa	somebody	Counterfeiter isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	counterfeiter	isa	someone	Counterfeiter isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	countertop	isa	tabletop	Countertop isa tabletop.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	country	isa	district	Country isa district.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	country	isa	territory	Country isa territory.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	countryside	isa	location	Countryside isa location.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	county	isa	region	County isa region.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	couple	isa	indefinite quantity	Couple isa indefinite quantity.	1.00	n	n	n	indefinite_quantity_n1	indefinite_quantity_n1	WordNet3.0
1.00	most	courage	isa	trait	Courage isa trait.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	courgette	isa	vine	Courgette isa vine.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	courier	isa	traveler	Courier isa traveler.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	courier	isa	traveller	Courier isa traveller.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	course	isa	thing	Course isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	court	isa	social group	Court isa social group.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	courtesy	isa	action	Courtesy isa action.	1.00	n	n	n	action_n1	action_n1	WordNet3.0
1.00	most	courtier	isa	attendant	Courtier isa attendant.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	courtyard	isa	structure	Courtyard isa structure.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	cousin	isa	relative	Cousin isa relative.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cove	isa	waters	Cove isa waters.	1.00	n	n	n	water_n2	water_n2	WordNet3.0
1.00	most	coverage	isa	magnitude	Coverage isa magnitude.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	covering	isa	object	Covering isa object.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	cow	isa	cattle	Cow isa cattle.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	coward	isa	individual	Coward isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	coward	isa	person	Coward isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	coward	isa	somebody	Coward isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	coward	isa	someone	Coward isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cowboy	isa	workman	Cowboy isa workman.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cowman	isa	workman	Cowman isa workman.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cowshed	isa	barn	Cowshed isa barn.	1.00	n	n	n	building_n1	building_n1	WordNet3.0
1.00	most	cox	isa	sailor	Cox isa sailor.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	coyote	isa	wolf	Coyote isa wolf.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	crab	isa	decapod	Crab isa decapod.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	crack	isa	gap	Crack isa gap.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	cracker	isa	bread	Cracker isa bread.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	craft	isa	job	Craft isa job.	1.00	n	n	n	transport_n1	activity_n1	WordNet3.0
1.00	most	craft	isa	occupation	Craft isa occupation.	1.00	n	n	n	transport_n1	activity_n1	WordNet3.0
1.00	most	craft	isa	vehicle	Craft isa vehicle.	1.00	n	n	n	transport_n1	transport_n1	WordNet3.0
1.00	most	crake	isa	bird	Crake isa bird.	1.00	n	n	n	bird_n1	bird_n1	WordNet3.0
1.00	most	cranium	isa	bone	Cranium isa bone.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	cranny	isa	shape	Cranny isa shape.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	crash	isa	misfortune	Crash isa misfortune.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	crate	isa	box	Crate isa box.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	crater	isa	formation	Crater isa formation.	1.00	n	n	n	formation_n5	formation_n5	WordNet3.0
1.00	most	crayon	isa	implement	Crayon isa implement.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	cream	isa	food	Cream isa food.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	cream	isa	nutrient	Cream isa nutrient.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	creation	isa	activity	Creation isa activity.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	creativity	isa	cognition	Creativity isa cognition.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	creativity	isa	knowledge	Creativity isa knowledge.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	creature	isa	organism	Creature isa organism.	1.00	n	n	n	animal_n1	organism_n1	WordNet3.0
1.00	most	credit	isa	possession	Credit isa possession.	1.00	n	n	n	message_n2	Thing	WordNet3.0
1.00	most	credit	isa	statement	Credit isa statement.	1.00	n	n	n	message_n2	message_n2	WordNet3.0
1.00	most	creed	isa	doctrine	Creed isa doctrine.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	creek	isa	stream	Creek isa stream.	1.00	n	n	n	water_n2	water_n2	WordNet3.0
1.00	most	creep	isa	motion	Creep isa motion.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	creeper	isa	tracheophyte	Creeper isa tracheophyte.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	creepy-crawly	isa	animal	Creepy-crawly isa animal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	creepy-crawly	isa	beast	Creepy-crawly isa beast.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	creepy-crawly	isa	creature	Creepy-crawly isa creature.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	crescent	isa	shape	Crescent isa shape.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	crest	isa	location	Crest isa location.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	cretin	isa	individual	Cretin isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cretin	isa	person	Cretin isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cretin	isa	somebody	Cretin isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cretin	isa	someone	Cretin isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	crevasse	isa	crack	Crevasse isa crack.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	crevice	isa	shape	Crevice isa shape.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	crew	isa	organization	Crew isa organization.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	cricket	isa	insect	Cricket isa insect.	1.00	n	n	n	insect_n1	insect_n1	WordNet3.0
1.00	most	crime	isa	activity	Crime isa activity.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	criminal	isa	individual	Criminal isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	criminal	isa	person	Criminal isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	criminal	isa	somebody	Criminal isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	criminal	isa	someone	Criminal isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	crisis	isa	condition	Crisis isa condition.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	criterion	isa	quantity	Criterion isa quantity.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	criticism	isa	message	Criticism isa message.	1.00	n	n	n	message_n2	message_n2	WordNet3.0
1.00	most	critter	isa	animal	Critter isa animal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	critter	isa	beast	Critter isa beast.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	critter	isa	creature	Critter isa creature.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	croak	isa	auditory communication	Croak isa auditory communication.	1.00	n	n	n	auditory_communication_n1	auditory_communication_n1	WordNet3.0
1.00	most	Croatia	isa	thing	Croatia isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	crockery	isa	tableware	Crockery isa tableware.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	crocodile	isa	crocodilian	Crocodile isa crocodilian.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	crocodilian	isa	reptile	Crocodilian isa reptile.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	crocus	isa	tracheophyte	Crocus isa tracheophyte.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	crook	isa	individual	Crook isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	crook	isa	person	Crook isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	crook	isa	somebody	Crook isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	crook	isa	someone	Crook isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	crop	isa	production	Crop isa production.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	crowbar	isa	lever	Crowbar isa lever.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	crowd	isa	social group	Crowd isa social group.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	crust	isa	region	Crust isa region.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	crystal	isa	matter	Crystal isa matter.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	crystallization	isa	phenomenon	Crystallization isa phenomenon.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	Cuba	isa	thing	Cuba isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	cube	isa	shape	Cube isa shape.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	cuckoo	isa	bird	Cuckoo isa bird.	1.00	n	n	n	bird_n1	bird_n1	WordNet3.0
1.00	most	cucumber	isa	vine	Cucumber isa vine.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	cud	isa	food	Cud isa food.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	cud	isa	nutrient	Cud isa nutrient.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	cuff	isa	flap	Cuff isa flap.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	culprit	isa	individual	Culprit isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	culprit	isa	person	Culprit isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	culprit	isa	somebody	Culprit isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	culprit	isa	someone	Culprit isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	culture	isa	society	Culture isa society.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	Cumbria	isa	thing	Cumbria isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	cumulonimbus	isa	phenomenon	Cumulonimbus isa phenomenon.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	cumulus	isa	phenomenon	Cumulus isa phenomenon.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	cunning	isa	intelligence	Cunning isa intelligence.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	cup	isa	container	Cup isa container.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	cup	isa	crockery	Cup isa crockery.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	cupboard	isa	structure	Cupboard isa structure.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	curb	isa	restraint	Curb isa restraint.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	curb	isa	surface	Curb isa surface.	1.00	n	n	n	activity_n1	artifact_n1	WordNet3.0
1.00	most	curd	isa	food	Curd isa food.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	curd	isa	nutrient	Curd isa nutrient.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	curiosity	isa	condition	Curiosity isa condition.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	currant	isa	berry	Currant isa berry.	1.00	n	n	n	plant_part_n1	plant_part_n1	WordNet3.0
1.00	most	current	isa	phenomenon	Current isa phenomenon.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	curriculum	isa	information	Curriculum isa information.	1.00	n	n	n	message_n2	message_n2	WordNet3.0
1.00	most	curry	isa	nourishment	Curry isa nourishment.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	curry	isa	sustenance	Curry isa sustenance.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	cursor	isa	device	Cursor isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	curtain	isa	artifact	Curtain isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	curtain	isa	instrumentality	Curtain isa instrumentality.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	curve	isa	property	Curve isa property.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	cuscus	isa	opossum	Cuscus isa opossum.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	cushion	isa	artifact	Cushion isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	custard	isa	nourishment	Custard isa nourishment.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	custard	isa	sustenance	Custard isa sustenance.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	custom	isa	activity	Custom isa activity.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	custom	isa	activity	Custom isa activity.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	customer	isa	user	Customer isa user.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cuticle	isa	stratum	Cuticle isa stratum.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	cutlass	isa	blade	Cutlass isa blade.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	cutlass	isa	sword	Cutlass isa sword.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	cutlery	isa	tool	Cutlery isa tool.	1.00	n	n	n	tool_n1	tool_n1	WordNet3.0
1.00	most	cuttlefish	isa	mollusc	Cuttlefish isa mollusc.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	cuttlefish	isa	mollusk	Cuttlefish isa mollusk.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	cyanobacteria	isa	bacterium	Cyanobacteria isa bacterium.	1.00	n	n	n	microorganism_n1	microorganism_n1	WordNet3.0
1.00	most	cycad	isa	gymnosperm	Cycad isa gymnosperm.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	cycle	isa	interval	Cycle isa interval.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	cyclist	isa	rider	Cyclist isa rider.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	cyclone	isa	weather	Cyclone isa weather.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	cygnet	isa	animal	Cygnet isa animal.	1.00	n	n	n	bird_n1	animal_n1	WordNet3.0
1.00	most	cygnet	isa	beast	Cygnet isa beast.	1.00	n	n	n	bird_n1	animal_n1	WordNet3.0
1.00	most	cygnet	isa	creature	Cygnet isa creature.	1.00	n	n	n	bird_n1	animal_n1	WordNet3.0
1.00	most	cygnet	isa	swan	Cygnet isa swan.	1.00	n	n	n	bird_n1	bird_n1	WordNet3.0
1.00	most	cylinder	isa	container	Cylinder isa container.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	cymbal	isa	device	Cymbal isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	cynicism	isa	feeling	Cynicism isa feeling.	1.00	n	n	n	feeling_n1	feeling_n1	WordNet3.0
1.00	most	cynodont	isa	therapsid	Cynodont isa therapsid.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	Cyprus	isa	thing	Cyprus isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	cyst	isa	condition	Cyst isa condition.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	cytokine	isa	protein	Cytokine isa protein.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	cytokinesis	isa	process	Cytokinesis isa process.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	cytoplasm	isa	substance	Cytoplasm isa substance.	1.00	n	n	n	substance_n1	substance_n1	WordNet3.0
1.00	most	cytosine	isa	alkali	Cytosine isa alkali.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	cytoskeleton	isa	body part	Cytoskeleton isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	cytosol	isa	cytoplasm	Cytosol isa cytoplasm.	1.00	n	n	n	substance_n1	substance_n1	WordNet3.0
1.00	most	dad	isa	parent	Dad isa parent.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	daddy	isa	parent	Daddy isa parent.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	daffodil	isa	tracheophyte	Daffodil isa tracheophyte.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	dairy	isa	farm	Dairy isa farm.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	daisy	isa	angiosperm	Daisy isa angiosperm.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	Dakota	isa	thing	Dakota isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	dale	isa	valley	Dale isa valley.	1.00	n	n	n	formation_n5	formation_n5	WordNet3.0
1.00	most	Dallas	isa	thing	Dallas isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	dam	isa	barrier	Dam isa barrier.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	damage	isa	alteration	Damage isa alteration.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	dance	isa	art	Dance isa art.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	dancer	isa	performer	Dancer isa performer.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	dandelion	isa	herb	Dandelion isa herb.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	danger	isa	condition	Danger isa condition.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	darkness	isa	illumination	Darkness isa illumination.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	darling	isa	individual	Darling isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	darling	isa	person	Darling isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	darling	isa	somebody	Darling isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	darling	isa	someone	Darling isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	dart	isa	projectile	Dart isa projectile.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	Darwin	isa	thing	Darwin isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	dash	isa	action	Dash isa action.	1.00	n	n	n	action_n1	action_n1	WordNet3.0
1.00	most	dashboard	isa	device	Dashboard isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	dassie	isa	mammal	Dassie isa mammal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	data	isa	aggregation	Data isa aggregation.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	data	isa	collection	Data isa collection.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	database	isa	information	Database isa information.	1.00	n	n	n	message_n2	message_n2	WordNet3.0
1.00	most	date	isa	day	Date isa day.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	daughter	isa	individual	Daughter isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	daughter	isa	person	Daughter isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	daughter	isa	somebody	Daughter isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	daughter	isa	someone	Daughter isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	dawn	isa	cognition	Dawn isa cognition.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	dawn	isa	knowledge	Dawn isa knowledge.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	Dawson	isa	thing	Dawson isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	day	isa	quantity	Day isa quantity.	1.00	n	n	n	Thing	Thing	WordNet3.0
